10.43.7,2nd,,3rd ,CITY OF EL SALVADOR
10.43.8,1st,CC,2nd ,GINGOOG CITY
10.43.9,2nd,,-,GITAGUM
10.43.10,2nd,,4th ,INITAO
10.43.11,2nd,,3rd ,JASAAN
10.43.12,1st,,5th ,KINOGUITAN
10.43.13,1st,,-,LAGONGLONG
10.43.14,2nd,,5th ,LAGUINDINGAN
10.43.15,2nd,,5th ,LIBERTAD
10.43.16,2nd,,-,LUGAIT
10.43.17,1st,,4th ,MAGSAYSAY (LINUGOS)
10.43.18,2nd,,4th ,MANTICAO
10.43.19,1st,,4th ,MEDINA
10.43.20,2nd,,5th ,NAAWAN
10.43.21,2nd,,-,OPOL
10.43.22,1st,,-,SALAY
10.43.23,1st,,-,SUGBONGCOGON
10.43.24,2nd,,-,TAGOLOAN
10.43.25,1st,,-,TALISAYAN
10.43.26,2nd,,-,VILLANUEVA
11,,,,REGION XI (Davao Region)
11.23,,,1st ,DAVAO DEL NORTE
11.23.1,1st,,2nd ,ASUNCION (SAUG)
11.23.3,2nd,,2nd ,CARMEN
11.23.5,1st,,1st ,KAPALONG
11.23.14,1st,,2nd ,NEW CORELLA
11.23.15,2nd,CC,4th ,CITY OF PANABO
11.23.17,2nd,CC,3rd ,ISLAND GARDEN CITY OF SAMAL
11.23.18,2nd,,1st ,SANTO TOMAS
11.23.19,1st,CC,1st ,CITY OF TAGUM (Capital)
11.23.22,1st,,3rd ,TALAINGOD
11.23.23,2nd,,4th ,BRAULIO E. DUJALI
11.23.24,1st,,-,SAN ISIDRO
11.24,,,1st ,DAVAO DEL SUR
11.24.1,1st,,2nd ,BANSALAN
11.24.2,3 LD,HUC,1st ,DAVAO CITY
11.24.3,1st,CC,3rd ,CITY OF DIGOS (Capital)
11.24.4,1st,,3rd ,HAGONOY
11.24.5,2nd,,1st ,JOSE ABAD SANTOS (TRINIDAD)
11.24.6,2nd,,2nd ,KIBLAWAN
11.24.7,1st,,3rd ,MAGSAYSAY
11.24.8,2nd,,-,MALALAG
11.24.9,2nd,,1st ,MALITA
11.24.10,1st,,3rd ,MATANAO
11.24.11,1st,,4th ,PADADA
11.24.12,1st,,1st ,SANTA CRUZ
11.24.13,2nd,,3rd ,SANTA MARIA
11.24.14,2nd,,-,SULOP
11.24.15,2nd,,5th ,SARANGANI
11.24.16,2nd,,3rd ,DON MARCELINO
11.25,,,1st ,DAVAO ORIENTAL
11.25.1,1st,,1st ,BAGANGA
11.25.2,2nd,,2nd ,BANAYBANAY
11.25.3,1st,,4th ,BOSTON
11.25.4,1st,,2nd ,CARAGA
11.25.5,1st,,3rd ,CATEEL
11.25.6,2nd,,3rd ,GOVERNOR GENEROSO
11.25.7,2nd,,1st ,LUPON
11.25.8,1st,,2nd ,MANAY
11.25.9,2nd,,1st ,CITY OF MATI (Capital)
11.25.10,2nd,,3rd ,SAN ISIDRO
11.25.11,1st,,4th ,TARRAGONA
11.82,,,1st ,COMPOSTELA VALLEY
11.82.1,1st,,1st ,COMPOSTELA
11.82.2,2nd,,1st ,LAAK (SAN VICENTE)
11.82.3,2nd,,3rd ,MABINI (DOÑA ALICIA)
11.82.4,2nd,,1st ,MACO
11.82.5,1st,,2nd ,MARAGUSAN (SAN MARIANO)
11.82.6,2nd,,3rd ,MAWAB
11.82.7,1st,,1st ,MONKAYO
11.82.8,1st,,3rd ,MONTEVISTA
11.82.9,2nd,,1st ,NABUNTURAN (Capital)
11.82.10,1st,,2nd ,NEW BATAAN
11.82.11,2nd,,1st ,PANTUKAN
12,,,,REGION XII (Soccsksargen)
12.47,,,1st ,COTABATO (NORTH COTABATO)
12.47.1,1st,,1st ,ALAMADA
12.47.2,3rd,,-,CARMEN
12.47.3,3rd,,1st ,KABACAN
12.47.4,2nd,CC,2nd ,CITY OF KIDAPAWAN (Capital)
12.47.5,1st,,3rd ,LIBUNGAN
12.47.6,2nd,,1st ,MAGPET
12.47.7,2nd,,1st ,MAKILALA
12.47.8,3rd,,1st ,MATALAM
12.47.9,1st,,1st ,MIDSAYAP
12.47.10,3rd,,1st ,M'LANG
12.47.11,1st,,2nd ,PIGKAWAYAN
12.47.12,1st,,1st ,PIKIT
12.47.13,2nd,,2nd ,PRESIDENT ROXAS
12.47.14,3rd,,3rd ,TULUNAN
12.47.15,2nd,,3rd ,ANTIPAS
12.47.16,3rd,,2nd ,BANISILAN
12.47.17,1st,,4th ,ALEOSAN
12.47.18,2nd,,2nd ,ARAKAN
12.63,,,1st ,SOUTH COTABATO
12.63.2,2nd,,1st ,BANGA
12.63.3,1st,HUC,1st ,GENERAL SANTOS CITY (DADIANGAS)
12.63.6,2nd,CC,3rd ,CITY OF KORONADAL (Capital)
12.63.11,2nd,,3rd ,NORALA
12.63.12,1st,,1st ,POLOMOLOK
12.63.13,2nd,,1st ,SURALLAH
12.63.14,1st,,3rd ,TAMPAKAN
12.63.15,2nd,,4th ,TANTANGAN
12.63.16,2nd,,1st ,T'BOLI
12.63.17,1st,,2nd ,TUPI
12.63.18,2nd,,4th ,SANTO NIÑO
12.63.19,2nd,,1st ,LAKE SEBU
12.65,,,1st ,SULTAN KUDARAT
12.65.1,2nd,,1st ,BAGUMBAYAN
12.65.2,1st,,2nd ,COLUMBIO
12.65.3,2nd,,2nd ,ESPERANZA
12.65.4,1st,,1st ,ISULAN (Capital)
12.65.5,2nd,,1st ,KALAMANSIG
12.65.6,2nd,,1st ,LEBAK
12.65.7,1st,,3rd ,LUTAYAN
12.65.8,1st,,-,LAMBAYONG (MARIANO MARCOS)
12.65.9,2nd,,2nd ,PALIMBANG
12.65.10,1st,,4th ,PRESIDENT QUIRINO
12.65.11,1st,CC,4th ,CITY OF TACURONG
12.65.12,2nd,,3rd ,SEN. NINOY AQUINO
12.80,,,2nd ,SARANGANI
12.80.1,lone,,1st ,ALABEL (Capital)
12.80.2,lone,,1st ,GLAN
12.80.3,lone,,2nd ,KIAMBA
12.80.4,lone,,3rd ,MAASIM
12.80.5,lone,,3rd ,MAITUM
12.80.6,lone,,1st ,MALAPATAN
12.80.7,lone,,1st ,MALUNGON
12.98,,,,COTABATO CITY (Not a Province)
12.98.4,1st,ICC,2nd ,COTABATO CITY
13,,,,NCR - National Capital Region
13.39,6 LD,HUC,Special,CITY OF MANILA
13.39,,,,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)"
13.74,,,,"NCR, SECOND DISTRICT (Not a Province)"
13.74.1,lone,HUC,1st ,CITY OF MANDALUYONG
13.74.2,2 LD,HUC,1st ,CITY OF MARIKINA
13.74.3,lone,HUC,1st ,CITY OF PASIG
13.74.4,6 LD,HUC,Special,QUEZON CITY
13.74.5,lone,HUC,1st ,CITY OF SAN JUAN
13.75,,,,"NCR, THIRD DISTRICT (Not a Province)"
13.75.1,2 LD,HUC,1st ,CALOOCAN CITY
13.75.2,lone,HUC,1st ,CITY OF MALABON
13.75.3,lone,HUC,1st ,CITY OF NAVOTAS
13.75.4,2 LD,HUC,1st ,CITY OF VALENZUELA
13.76,,,,"NCR, FOURTH DISTRICT (Not a Province)"
13.76.1,lone,HUC,1st ,CITY OF LAS PIÑAS
13.76.2,2 LD,HUC,1st ,CITY OF MAKATI
13.76.3,lone,HUC,1st ,CITY OF MUNTINLUPA
13.76.4,2 LD,HUC,1st ,CITY OF PARAÑAQUE
13.76.5,lone,HUC,1st ,PASAY CITY
13.76.6,lone,,1st ,PATEROS
13.76.7,2 LD,HUC,1st ,TAGUIG CITY
14,,,,CAR - Cordillera Administrative Region
14.1,,,3rd ,ABRA
14.1.1,lone,,1st ,BANGUED (Capital)
14.1.2,lone,,5th ,BOLINEY
14.1.3,lone,,5th ,BUCAY
14.1.4,lone,,5th ,BUCLOC
14.1.5,lone,,5th ,DAGUIOMAN
14.1.6,lone,,5th ,DANGLAS
14.1.7,lone,,5th ,DOLORES
14.1.8,lone,,5th ,LA PAZ
14.1.9,lone,,5th ,LACUB
14.1.10,lone,,5th ,LAGANGILANG
14.1.11,lone,,6th ,LAGAYAN
14.1.12,lone,,5th ,LANGIDEN
14.1.13,lone,,5th ,LICUAN-BAAY (LICUAN)
14.1.14,lone,,5th ,LUBA
14.1.15,lone,,5th ,MALIBCONG
14.1.16,lone,,5th ,MANABO
14.1.17,lone,,6th ,PEÑARRUBIA
14.1.18,lone,,5th ,PIDIGAN
14.1.19,lone,,5th ,PILAR
14.1.20,lone,,5th ,SALLAPADAN
14.1.21,lone,,5th ,SAN ISIDRO
14.1.22,lone,,5th ,SAN JUAN
14.1.23,lone,,5th ,SAN QUINTIN
14.1.24,lone,,5th ,TAYUM
14.1.25,lone,,3rd ,TINEG
14.1.26,lone,,4th ,TUBO
14.1.27,lone,,5th ,VILLAVICIOSA
14.11,,,2nd ,BENGUET
14.11.1,lone,,4th ,ATOK
14.11.2,lone,HUC,1st ,BAGUIO CITY
14.11.3,lone,,4th ,BAKUN
14.11.4,lone,,4th ,BOKOD
14.11.5,lone,,3rd ,BUGUIAS
14.11.6,lone,,1st ,ITOGON
14.11.7,lone,,4th ,KABAYAN
14.11.8,lone,,4th ,KAPANGAN
14.11.9,lone,,4th ,KIBUNGAN
14.11.10,lone,,1st ,LA TRINIDAD (Capital)
14.11.11,lone,,3rd ,MANKAYAN
14.11.12,lone,,5th ,SABLAN
14.11.13,lone,,2nd ,TUBA
14.11.14,lone,,5th ,TUBLAY
14.27,,,3rd ,IFUGAO
14.27.1,lone,,4th ,BANAUE
14.27.2,lone,,4th ,HUNGDUAN
14.27.3,lone,,4th ,KIANGAN
14.27.4,lone,,4th ,LAGAWE (Capital)
14.27.5,lone,,4th ,LAMUT
14.27.6,lone,,4th ,MAYOYAO
14.27.7,lone,,3rd ,ALFONSO LISTA (POTIA)
14.27.8,lone,,3rd ,AGUINALDO
14.27.9,lone,,5th ,HINGYON
14.27.10,lone,,5th ,TINOC
14.27.11,lone,,5th ,ASIPULO
14.32,,,3rd ,KALINGA
14.32.1,lone,,3rd ,BALBALAN
14.32.6,lone,,4th ,LUBUAGAN
14.32.8,lone,,5th ,PASIL
14.32.9,lone,,2nd ,PINUKPUK
14.32.11,lone,,4th ,RIZAL (LIWAN)
14.32.13,lone,,1st ,CITY OF TABUK (Capital)
14.32.14,lone,,4th ,TANUDAN
14.32.15,lone,,4th ,TINGLAYAN
14.44,,,4th ,MOUNTAIN PROVINCE
14.44.1,lone,,5th ,BARLIG
14.44.2,lone,,4th ,BAUKO
14.44.3,lone,,5th ,BESAO
14.44.4,lone,,3rd ,BONTOC (Capital)
14.44.5,lone,,4th ,NATONIN
14.44.6,lone,,3rd ,PARACELIS
14.44.7,lone,,5th ,SABANGAN
14.44.8,lone,,5th ,SADANGA
14.44.9,lone,,5th ,SAGADA
14.44.10,lone,,4th ,TADIAN
14.81,,,4th ,APAYAO
14.81.1,lone,,1st ,CALANASAN (BAYAG)
14.81.2,lone,,3rd ,CONNER
14.81.3,lone,,4th ,FLORA
14.81.4,lone,,2nd ,KABUGAO (Capital)
14.81.5,lone,,3rd ,LUNA
14.81.6,lone,,4th ,PUDTOL
14.81.7,lone,,5th ,SANTA MARCELA
15,,,,ARMM - Autonomous Region in Muslim Mindanao
15.7,,,3rd ,BASILAN
15.7.2,lone,,-,CITY OF LAMITAN
15.7.3,lone,,-,LANTAWAN
15.7.4,lone,,-,MALUSO
15.7.5,lone,,-,SUMISIP
15.7.6,lone,,-,TIPO-TIPO
15.7.7,lone,,-,TUBURAN
15.7.8,lone,,-,AKBAR
15.7.9,lone,,-,AL-BARKA
15.7.10,lone,,-,HADJI MOHAMMAD AJUL
15.7.11,lone,,-,UNGKAYA PUKAN
15.7.12,lone,,-,HADJI MUHTAMAD
15.7.13,,,,TABUAN-LASA
15.36,,,1st ,LANAO DEL SUR
15.36.1,2nd,,-,BACOLOD-KALAWI (BACOLOD GRANDE)
15.36.2,2nd,,4th ,BALABAGAN
15.36.3,2nd,,4th ,BALINDONG (WATU)
15.36.4,2nd,,5th ,BAYANG
15.36.5,2nd,,5th ,BINIDAYAN
15.36.6,1st,,-,BUBONG
15.36.7,2nd,,-,BUTIG
15.36.9,2nd,,5th ,GANASSI
15.36.10,1st,,4th ,KAPAI
15.36.11,1st,,-,LUMBA-BAYABAO (MAGUING)
15.36.12,2nd,,5th ,LUMBATAN
15.36.13,2nd,,-,MADALUM
15.36.14,2nd,,5th ,MADAMBA
15.36.15,2nd,,4th ,MALABANG
15.36.16,1st,,3rd ,MARANTAO
15.36.17,1st,CC,4th ,MARAWI CITY (Capital)
15.36.18,1st,,-,MASIU
15.36.19,1st,,4th ,MULONDO
15.36.20,2nd,,5th ,PAGAYAWAN (TATARIKAN)
15.36.21,1st,,4th ,PIAGAPO
15.36.22,1st,,-,POONA BAYABAO (GATA)
15.36.23,2nd,,5th ,PUALAS
15.36.24,1st,,4th ,DITSAAN-RAMAIN
15.36.25,1st,,4th ,SAGUIARAN
15.36.26,1st,,5th ,TAMPARAN
15.36.27,1st,,4th ,TARAKA
15.36.28,2nd,,4th ,TUBARAN
15.36.29,2nd,,4th ,TUGAYA
15.36.30,1st,,-,WAO
15.36.31,2nd,,4th ,MAROGONG
15.36.32,2nd,,5th ,CALANOGAS
15.36.33,1st,,5th ,BUADIPOSO-BUNTONG
15.36.34,1st,,3rd ,MAGUING
15.36.35,2nd,,4th ,PICONG (SULTAN GUMANDER)
15.36.36,2nd,,-,LUMBAYANAGUE
15.36.37,1st,,4th ,BUMBARAN
15.36.38,1st,,-,TAGOLOAN II
15.36.39,2nd,,5th ,KAPATAGAN
15.36.40,2nd,,-,SULTAN DUMALONDONG
15.36.41,2nd,,-,LUMBACA-UNAYAN
15.38,,,1st ,MAGUINDANAO
15.38.1,2nd,,-,AMPATUAN
15.38.2,1st,,-,BULDON
15.38.3,2nd,,-,BULUAN
15.38.5,2nd,,-,DATU PAGLAS
15.38.6,2nd,,-,DATU PIANG
15.38.7,1st,,-,DATU ODIN SINSUAT (DINAIG) (Capital)
15.38.8,2nd,,-,SHARIFF AGUAK (MAGANOY) (Capital)
15.38.9,1st,,-,MATANOG
15.38.10,2nd,,-,PAGALUNGAN
15.38.11,1st,,-,PARANG
15.38.12,1st,,-,SULTAN KUDARAT (NULING)
15.38.13,2nd,,-,SULTAN SA BARONGIS (LAMBAYONG)
15.38.14,1st,,-,KABUNTALAN (TUMBAO)
15.38.15,1st,,-,UPI
15.38.16,2nd,,-,TALAYAN
15.38.17,2nd,,-,SOUTH UPI
15.38.18,1st,,4th ,BARIRA
15.38.19,2nd,,-,GEN. S. K. PENDATUN
15.38.20,2nd,,-,MAMASAPANO
15.38.21,2nd,,-,TALITAY
15.38.22,2nd,,-,PAGAGAWAN
15.38.23,2nd,,-,PAGLAT
15.38.24,1st,,-,SULTAN MASTURA
15.38.25,2nd,-,-,GUINDULUNGAN
15.38.26,2nd,,-,DATU SAUDI-AMPATUAN
15.38.27,2nd,,-,DATU UNSAY
15.38.28,2nd,-,-,DATU ABDULLAH SANGKI
15.38.29,2nd,,-,RAJAH BUAYAN
15.38.30,1st,,-,DATU BLAH T. SINSUAT
15.38.31,2nd,,,DATU ANGGAL MIDTIMBANG
15.38.32,2nd,,,MANGUDADATU
15.38.33,2nd,,,PANDAG
15.38.34,1st,,,NORTHERN KABUNTALAN
15.38.35,2nd,-,-,DATU HOFFER AMPATUAN
15.38.36,2nd,-,-,DATU SALIBO
15.38.37,2nd,-,-,SHARIFF SAYDONA MUSTAPHA
15.66,,,3rd ,SULU
15.66.1,1st,,3rd ,INDANAN
15.66.2,1st,,3rd ,JOLO (Capital)
15.66.3,2nd,,5th ,KALINGALAN CALUANG
15.66.4,2nd,,-,LUUK
15.66.5,1st,,5th ,MAIMBUNG
15.66.6,1st,,5th ,HADJI PANGLIMA TAHIL (MARUNGGAS)
15.66.7,2nd,,4th ,OLD PANAMAO
15.66.8,1st,,4th ,PANGUTARAN
15.66.9,1st,,3rd ,PARANG
15.66.10,2nd,,5th ,PATA
15.66.11,1st,,4th ,PATIKUL
15.66.12,2nd,,3rd ,SIASI
15.66.13,1st,,2nd ,TALIPAO
15.66.14,2nd,,5th ,TAPUL
15.66.15,2nd,,5th ,TONGKIL
15.66.16,2nd,,5th ,PANGLIMA ESTINO (NEW PANAMAO)
15.66.17,2nd,,5th ,LUGUS
15.66.18,2nd,,5th ,PANDAMI
15.66.19,2nd,,-,OMAR
15.70,,,4th ,TAWI-TAWI
15.70.1,lone,,3rd ,PANGLIMA SUGALA (BALIMBING) (Capital)
15.70.2,lone,,3rd ,BONGAO (Capital)
15.70.3,lone,,4th ,MAPUN (CAGAYAN DE TAWI-TAWI)
15.70.4,lone,,4th ,SIMUNUL
15.70.5,lone,,2nd ,SITANGKAI
15.70.6,lone,,4th ,SOUTH UBIAN
15.70.7,lone,,3rd ,TANDUBAS
15.70.8,lone,,5th ,TURTLE ISLANDS
15.70.9,lone,,3rd ,LANGUYAN
15.70.10,lone,,4th ,SAPA-SAPA
15.70.11,lone,,,SIBUTU
16,,,,REGION XIII (Caraga)
16.2,,,3rd ,AGUSAN DEL NORTE
16.2.1,2nd,,2nd ,BUENAVISTA
16.2.2,1st,HUC,1st ,BUTUAN CITY (Capital)
16.2.3,2nd,,2nd ,CITY OF CABADBARAN
16.2.4,2nd,,4th ,CARMEN
16.2.5,2nd,,4th ,JABONGA
16.2.6,2nd,,4th ,KITCHARAO
16.2.7,1st,,3rd ,LAS NIEVES
16.2.8,2nd,,4th ,MAGALLANES
16.2.9,2nd,,3rd ,NASIPIT
16.2.10,2nd,,4th ,SANTIAGO
16.2.11,2nd,,4th ,TUBAY
16.2.12,2nd,,5th ,REMEDIOS T. ROMUALDEZ
16.3,,,1st ,AGUSAN DEL SUR
16.3.1,1st,,1st ,CITY OF BAYUGAN
16.3.2,2nd,,-,BUNAWAN
16.3.3,1st,,-,ESPERANZA
16.3.4,2nd,,-,LA PAZ
16.3.5,2nd,,-,LORETO
16.3.6,1st,,-,PROSPERIDAD (Capital)
16.3.7,2nd,,-,ROSARIO
16.3.8,2nd,,1st ,SAN FRANCISCO
16.3.9,1st,,-,SAN LUIS
16.3.10,2nd,,-,SANTA JOSEFA
16.3.11,1st,,-,TALACOGON
16.3.12,2nd,,-,TRENTO
16.3.13,2nd,,-,VERUELA
16.3.14,1st,,2nd ,SIBAGAT
16.67,,,2nd ,SURIGAO DEL NORTE
16.67.1,2nd,,5th ,ALEGRIA
16.67.2,2nd,,5th ,BACUAG
16.67.4,1st,,6th ,BURGOS
16.67.6,2nd,,4th ,CLAVER
16.67.7,1st,,4th ,DAPA
16.67.8,1st,,5th ,DEL CARMEN
16.67.10,1st,,5th ,GENERAL LUNA
16.67.11,2nd,,4th ,GIGAQUIT
16.67.14,2nd,,4th ,MAINIT
16.67.15,2nd,,5th ,MALIMONO
16.67.16,1st,,5th ,PILAR
16.67.17,2nd,,4th ,PLACER
16.67.18,1st,,5th ,SAN BENITO
16.67.19,2nd,,5th ,SAN FRANCISCO (ANAO-AON)
16.67.20,1st,,5th ,SAN ISIDRO
16.67.21,1st,,5th ,SANTA MONICA (SAPAO)
16.67.22,2nd,,5th ,SISON
16.67.23,1st,,4th ,SOCORRO
16.67.24,2nd,CC,2nd ,SURIGAO CITY (Capital)
16.67.25,2nd,,5th ,TAGANA-AN
16.67.27,2nd,,5th ,TUBOD
16.68,,,1st ,SURIGAO DEL SUR
16.68.1,2nd,,3rd ,BAROBO
16.68.2,1st,,5th ,BAYABAS
16.68.3,2nd,CC,4th ,CITY OF BISLIG
16.68.4,1st,,4th ,CAGWAIT
16.68.5,1st,,3rd ,CANTILAN
16.68.6,1st,,5th ,CARMEN
16.68.7,1st,,4th ,CARRASCAL
16.68.8,1st,,5th ,CORTES
16.68.9,2nd,,3rd ,HINATUAN
16.68.10,1st,,4th ,LANUZA
16.68.11,1st,,4th ,LIANGA
16.68.12,2nd,,4th ,LINGIG
16.68.13,1st,,4th ,MADRID
16.68.14,1st,,4th ,MARIHATAG
16.68.15,1st,,4th ,SAN AGUSTIN
16.68.16,1st,,2nd ,SAN MIGUEL
16.68.17,2nd,,3rd ,TAGBINA
16.68.18,1st,,3rd ,TAGO
16.68.19,1st,,2nd ,CITY OF TANDAG (Capital)
16.85,,,-,DINAGAT ISLANDS
16.85.1,lone,,5th ,BASILISA (RIZAL)
16.85.2,lone,,4th ,CAGDIANAO
16.85.3,lone,,5th ,DINAGAT
16.85.4,lone,,4th ,LIBJO (ALBOR)
16.85.5,lone,,4th ,LORETO
16.85.6,lone,,4th ,SAN JOSE (Capital)
16.85.7,lone,,5th ,TUBAJON
17,,,,REGION IV-B (MIMAROPA)
17.40,,,4th ,MARINDUQUE
17.40.1,lone,,2nd ,BOAC (Capital)
17.40.2,lone,,4th ,BUENAVISTA
17.40.3,lone,,4th ,GASAN
17.40.4,lone,,4th ,MOGPOG
17.40.5,lone,,1st ,SANTA CRUZ
17.40.6,lone,,4th ,TORRIJOS
17.51,,,1st ,OCCIDENTAL MINDORO
17.51.1,lone,,4th ,ABRA DE ILOG
17.51.2,lone,,4th ,CALINTAAN
17.51.3,lone,,5th ,LOOC
17.51.4,lone,,4th ,LUBANG
17.51.5,lone,,3rd ,MAGSAYSAY
17.51.6,lone,,3rd ,MAMBURAO (Capital)
17.51.7,lone,,3rd ,PALUAN
17.51.8,lone,,4th ,RIZAL
17.51.9,lone,,1st ,SABLAYAN
17.51.10,lone,,1st ,SAN JOSE
17.51.11,lone,,3rd ,SANTA CRUZ
17.52,,,2nd ,ORIENTAL MINDORO
17.52.1,1st,,4th ,BACO
17.52.2,2nd,,3rd ,BANSUD
17.52.3,2nd,,1st ,BONGABONG
17.52.4,2nd,,3rd ,BULALACAO (SAN PEDRO)
17.52.5,1st,CC,3rd ,CITY OF CALAPAN (Capital)
17.52.6,2nd,,3rd ,GLORIA
17.52.7,2nd,,3rd ,MANSALAY
17.52.8,1st,,1st ,NAUJAN
17.52.9,2nd,,1st ,PINAMALAYAN
17.52.10,1st,,4th ,POLA
17.52.11,1st,,3rd ,PUERTO GALERA
17.52.12,2nd,,3rd ,ROXAS
17.52.13,1st,,4th ,SAN TEODORO
17.52.14,1st,,3rd ,SOCORRO
17.52.15,1st,,3rd ,VICTORIA
17.53,,,1st ,PALAWAN
17.53.1,3rd,,2nd ,ABORLAN
17.53.2,1st,,5th ,AGUTAYA
17.53.3,1st,,-,ARACELI
17.53.4,2nd,,-,BALABAC
17.53.5,2nd,,2nd ,BATARAZA
17.53.6,2nd,,1st ,BROOKE'S POINT
17.53.7,1st,,-,BUSUANGA
17.53.8,1st,,5th ,CAGAYANCILLO
17.53.9,1st,,1st ,CORON
17.53.10,1st,,4th ,CUYO
17.53.11,1st,,-,DUMARAN
17.53.12,1st,,1st ,EL NIDO (BACUIT)
17.53.13,1st,,-,LINAPACAN
17.53.14,1st,,5th ,MAGSAYSAY
17.53.15,2nd,,-,NARRA
17.53.16,3rd,HUC,1st ,PUERTO PRINCESA CITY (Capital)
17.53.17,2nd,,-,QUEZON
17.53.18,1st,,1st ,ROXAS
17.53.19,1st,,-,SAN VICENTE
17.53.20,1st,,-,TAYTAY
17.53.21,1st,,5th ,KALAYAAN
17.53.22,1st,,-,CULION
17.53.23,2nd,,-,RIZAL (MARCOS)
17.53.24,2nd,,-,SOFRONIO ESPAÑOLA
17.59,,,3rd ,ROMBLON
17.59.1,lone,,-,ALCANTARA
17.59.2,lone,,5th ,BANTON
17.59.3,lone,,4th ,CAJIDIOCAN
17.59.4,lone,,5th ,CALATRAVA
17.59.5,lone,,5th ,CONCEPCION
17.59.6,lone,,5th ,CORCUERA
17.59.7,lone,,4th ,LOOC
17.59.8,lone,,5th ,MAGDIWANG
17.59.9,lone,,3rd ,ODIONGAN
17.59.10,lone,,4th ,ROMBLON (Capital)
17.59.11,lone,,4th ,SAN AGUSTIN
17.59.12,lone,,5th ,SAN ANDRES
17.59.13,lone,,4th ,SAN FERNANDO
17.59.14,lone,,-,SAN JOSE
17.59.15,lone,,5th ,SANTA FE
17.59.16,lone,,5th ,FERROL
17.59.17,lone,,5th ,SANTA MARIA (IMELDA)
